fry,class
d37550,OXIDOREDUCTASE
d37551,HYDROLASE
d37552,LYASE
d37553,CHAPERONE
d37554,HYDROLASE
d37555,HYDROLASE
d37556,OXIDOREDUCTASE
d37557,HYDROLASE
d37558,OXIDOREDUCTASE
d37559,hydrolase/hydrolase inhibitor
d37560,METAL BINDING PROTEIN
d37561,OXYGEN TRANSPORT
d37562,LYASE
d37563,HYDROLASE
d37564,TRANSFERASE
d37565,TRANSFERASE
d37566,TRANSCRIPTION
d37567,OXYGEN STORAGE
d37568,LIGASE
d37569,OXIDOREDUCTASE
d37570,METHIONINE BIOSYNTHESIS
d37571,HYDROLASE
d37572,HYDROLASE
d37573,VIRAL PROTEIN
d37574,TRANSFERASE
d37575,HYDROLASE
d37576,HYDROLASE
d37577,LIGASE/PROTEIN BINDING
d37578,TRANSFERASE
d37579,LYASE
d37580,DNA BINDING PROTEIN
d37581,Hydrolase/hydrolase Inhibitor
d37582,OXIDOREDUCTASE
d37583,Transferase/DNA
d37584,HYDROLASE
d37585,HYDROLASE
d37586,SERINE PROTEASE
d37587,TRANSPORT PROTEIN
d37588,RNA BINDING PROTEIN
d37589,HYDROLASE
d37590,OXIDOREDUCTASE
d37591,HYDROLASE
d37592,HYDROLASE
d37593,CELL ADHESION
d37594,STRUCTURAL PROTEIN
d37595,HYDROLASE
d37596,STRUCTURAL PROTEIN
d37597,PROTEIN TRANSPORT
d37598,TRANSCRIPTION
d37599,TRANSCRIPTION
d37600,OXIDOREDUCTASE
d37601,HYDROLASE
d37602,TRANSFERASE
d37603,TRANSFERASE
d37604,IRON OXIDATION AND STORAGE
d37605,TRANSFERASE
d37606,HYDROLASE/HYDROLASE INHIBITOR
d37607,TRANSFERASE
d37608,TRANSCRIPTION
d37609,TRANSFERASE
d37610,IMMUNE SYSTEM
d37611,Isomerase/Isomerase Inhibitor
d37612,Structural Genomics
d37613,OXIDOREDUCTASE
d37614,ISOMERASE
d37615,BLOOD CLOTTING
d37616,HYDROLASE
d37617,LYASE/LYASE INHIBITOR
d37618,TRANSFERASE
d37619,HYDROLASE
d37620,STRUCTURAL GENOMICS
d37621,OXIDASE
d37622,TRANSFERASE
d37623,TRANSCRIPTION
d37624,HYDROLASE
d37625,HYDROLASE
d37626,TRANSFERASE/SUBSTRATE
d37627,OXIDOREDUCTASE
d37628,TRANSCRIPTION
d37629,DNA BINDING PROTEIN
d37630,TRANSCRIPTION
d37631,PLANT PROTEIN
d37632,MOTOR PROTEIN
d37633,TRANSFERASE
d37634,OXIDOREDUCTASE
d37635,OXIDOREDUCTASE
d37636,MEMBRANE PROTEIN
d37637,OXIDOREDUCTASE
d37638,Contractile Protein/Protein binding
d37639,OXIDOREDUCTASE
d37640,OXIDOREDUCTASE
d37641,MEMBRANE PROTEIN
d37642,RIBOSOME
d37643,HYDROLASE
d37644,TRANSFERASE/RNA
d37645,LIGASE
d37646,HYDROLASE
d37647,HYDROLASE/HYDROLASE INHIBITOR
d37648,HYDROLASE
d37649,DNA BINDING PROTEIN
d37650,OXIDOREDUCTASE
d37651,STRUCTURAL GENOMICS
d37652,PROTEIN TRANSPORT
d37653,TRANSFERASE/DNA
d37654,CELL ADHESION/PROTEIN BINDING
d37655,PROTEIN TRANSPORT
d37656,HYDROLASE
d37657,IMMUNE SYSTEM/SIGNALING PROTEIN
d37658,HYDROLASE/HYDROLASE INHIBITOR
d37659,HYDROLASE
d37660,CELL CYCLE
d37661,HYDROLASE
d37662,DNA BINDING PROTEIN
d37663,TRANSCRIPTION
d37664,HYDROLASE
d37665,LYASE
d37666,TRANSFERASE
d37667,MEMBRANE PROTEIN
d37668,HYDROLASE
d37669,LYASE
d37670,UNKNOWN FUNCTION
d37671,SIGNALING PROTEIN
d37672,HYDROLASE INHIBITOR
d37673,ALDOLASE (CLASS II)
d37674,IMMUNE SYSTEM
d37675,IMMUNE SYSTEM
d37676,HYDROLASE
d37677,HYDROLASE
d37678,TRANSFERASE
d37679,SIGNALING PROTEIN
d37680,PROTEIN TRANSPORT
d37681,VIRUS
d37682,HYDROLASE
d37683,LUMINESCENT PROTEIN
d37684,SIGNALING PROTEIN
d37685,OXYGEN TRANSPORT
d37686,OXIDOREDUCTASE
d37687,Hormone/Growth Factor Receptor
d37688,TOXIN
d37689,Hydrolase/DNA
d37690,OXIDOREDUCTASE
d37691,TRANSFERASE/TRANSFERASE INHIBITOR
d37692,METAL BINDING PROTEIN
d37693,IMMUNE SYSTEM
d37694,DNA BINDING PROTEIN
d37695,DNA
d37696,PROTEIN BINDING
d37697,OXIDOREDUCTASE
d37698,TRANSFERASE
d37699,PROTEINASE INHIBITOR
d37700,OXIDOREDUCTASE
d37701,PRODUCT COMPLEX
d37702,OXIDOREDUCTASE
d37703,LYASE
d37704,OXIDOREDUCTASE
d37705,TRANSFERASE
d37706,HYDROLASE/TRANSPORT PROTEIN
d37707,SUGAR BINDING PROTEIN
d37708,TRANSFERASE
d37709,HYDROLASE
d37710,CELL CYCLE
d37711,OXIDOREDUCTASE
d37712,lyase
d37713,HYDROLASE
d37714,IMMUNE SYSTEM
d37715,UNKNOWN FUNCTION
d37716,TRANSCRIPTION
d37717,ISOMERASE
d37718,HYDROLASE
d37719,IMMUNE SYSTEM
d37720,OXIDOREDUCTASE
d37721,IMMUNE SYSTEM
d37722,STRUCTURAL PROTEIN
d37723,TRANSFERASE
d37724,HYDROLASE/HYDROLASE INHIBITOR
d37725,HYDROLASE
d37726,HYDROLASE/HYDROLASE INHIBITOR
d37727,OXIDOREDUCTASE
d37728,ASPARTYL PROTEASE
d37729,OXIDOREDUCTASE
d37730,TRANSFERASE
d37731,HYDROLASE
d37732,IMMUNE SYSTEM
d37733,OXYGEN TRANSPORT
d37734,ENDOCYTOSIS
d37735,SIGNALING PROTEIN
d37736,TRANSFERASE
d37737,HORMONE/GROWTH FACTOR
d37738,HYDROLASE
d37739,TRANSCRIPTION/TRANSCRIPTION REGULATOR
d37740,OXYGEN TRANSPORT
d37741,TRANSCRIPTION
d37742,HORMONE
d37743,Hydrolase/Hydrolase inhibitor
d37744,IMMUNE SYSTEM
d37745,HYDROLASE
d37746,LIPID BINDING PROTEIN
d37747,TOXIN
d37748,TRANSFERASE
d37749,LIGASE
d37750,PROTEIN TRANSPORT
d37751,HYDROLASE
d37752,OXIDOREDUCTASE
d37753,IMMUNE SYSTEM
d37754,HYDROLASE/PEPTIDE
d37755,TRANSCRIPTION
d37756,DNA BINDING PROTEIN
d37757,TRANSCRIPTION/DNA
d37758,RNA
d37759,HYDROLASE
d37760,STRUCTURAL PROTEIN
d37761,SPLICING
d37762,RECEPTOR
d37763,TRANSCRIPTION
d37764,HYDROLASE
d37765,RNA
d37766,TRANSCRIPTION REGULATOR
d37767,HYDROLASE
d37768,OXIDOREDUCTASE
d37769,HYDROLASE
d37770,SIGNALING PROTEIN
d37771,HYDROLASE
d37772,APOPTOSIS
d37773,LYASE
d37774,DE NOVO PROTEIN
d37775,SIGNALING PROTEIN
d37776,Ligase/Isomerase/Protein Binding
d37777,HYDROLASE
d37778,OXIDOREDUCTASE
d37779,TRANSFERASE/TRANSCRIPTION
d37780,IMMUNE SYSTEM/CYTOKINE
d37781,CELL ADHESION
d37782,HYDROLASE/HYDROLASE INHIBITOR
d37783,HYDROLASE
d37784,STRUCTURAL GENOMICS
d37785,OXIDOREDUCTASE
d37786,CELL ADHESION
d37787,IMMUNE SYSTEM
d37788,Transferase/Transferase Inhibitor
d37789,HYDROLASE
d37790,CELL WALL BIOSYNTHESIS
d37791,SIGNALING PROTEIN
d37792,OXIDOREDUCTASE
d37793,VIRUS
d37794,HYDROLASE
d37795,ISOMERASE
d37796,TRANSFERASE
d37797,ISOMERASE
d37798,TRANSPORT PROTEIN
d37799,Structural Genomics
d37800,RNA
d37801,VIRUS
d37802,UNKNOWN FUNCTION
d37803,OXIDOREDUCTASE
d37804,TRANSCRIPTION/RNA
d37805,CELL ADHESION
d37806,TRANSFERASE
d37807,IMMUNE SYSTEM
d37808,IMMUNE SYSTEM
d37809,transferase/transferase inhibitor
d37810,TRANSFERASE/TRANSFERASE INHIBITOR
d37811,HYDROLASE
d37812,ANTIBIOTIC
d37813,MEMBRANE PROTEIN
d37814,LYASE
d37815,PHOSPHOTRANSFERASE
d37816,TRANSFERASE
d37817,PROTEIN FIBRIL
d37818,TOXIN
d37819,TRANSFERASE
d37820,TRANSFERASE
d37821,SUGAR BINDING PROTEIN
d37822,TOXIN
d37823,RIBOSOMAL PROTEIN
d37824,VIRAL PROTEIN
d37825,SIGNALING PROTEIN
d37826,STRUCTURAL GENOMICS
d37827,HYDROLASE
d37828,TRANSFERASE
d37829,TRANSFERASE/METAL BINDING PROTEIN
d37830,OXIDOREDUCTASE
d37831,METAL BINDING PROTEIN
d37832,HYDROLASE
d37833,CHAPERONE PROTEIN
d37834,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d37835,OXYGEN TRANSPORT
d37836,HYDROLASE
d37837,HYDROLASE
d37838,HYDROLASE
d37839,TRANSFERASE
d37840,HYDROLASE
d37841,PHEROMONE
d37842,HYDROLASE
d37843,OXIDOREDUCTASE
d37844,HYDROLASE
d37845,TRANSFERASE
d37846,HYDROLASE/ANTIBIOTIC
d37847,LYASE
d37848,LUMINESCENT PROTEIN
d37849,PROTEIN BINDING
d37850,HYDROLASE
d37851,OXIDOREDUCTASE
d37852,HYDROLASE
d37853,ISOMERASE
d37854,TRANSFERASE
d37855,OXIDOREDUCTASE
d37856,CHAPERONE
d37857,VIRAL PROTEIN/IMMUNE SYSTEM
d37858,HYDROLASE
d37859,TRANSFERASE/TRANSFERASE INHIBITOR
d37860,HYDROLASE
d37861,TRANSFERASE
d37862,LYASE
d37863,TRANSFERASE/DNA
d37864,CYSTEINE MOTIF
d37865,RNA BINDING PROTEIN
d37866,HYDROLASE
d37867,TRANSFERASE
d37868,TRANSPORT PROTEIN
d37869,TRANSPORT PROTEIN
d37870,HYDROLASE
d37871,TRANSFERASE
d37872,LYASE
d37873,VIRUS
d37874,HYDROLASE
d37875,TRANSPORT PROTEIN
d37876,METAL BINDING PROTEIN
d37877,SIGNALING PROTEIN
d37878,transferase/transferase inhibitor
d37879,HYDROLASE
d37880,HISTONE/CHAPERONE
d37881,HYDROLASE
d37882,LIGASE
d37883,Structural genomics
d37884,HYDROLASE
d37885,TRANSFERASE
d37886,REPLICATION
d37887,OXIDOREDUCTASE
d37888,TRANSCRIPTION
d37889,TRANSCRIPTION
d37890,OXIDOREDUCTASE
d37891,SUGAR BINDING PROTEIN
d37892,HYDROLASE
d37893,OXIDOREDUCTASE
d37894,TRANSFERASE
d37895,CALCIUM-BINDING PROTEIN
d37896,HYDROLASE
d37897,DNA BINDING PROTEIN
d37898,HYDROLASE
d37899,DNA
d37900,HYDROLASE (SERINE ESTERASE)
d37901,CELL ADHESION
d37902,GENE REGULATION
d37903,HYDROLASE/HYDROLASE INHIBITOR
d37904,METAL TRANSPORT
d37905,TRANSFERASE
d37906,LYASE
d37907,CELL ADHESION
d37908,METAL BINDING PROTEIN
d37909,IMMUNE SYSTEM
d37910,HYDROLASE
d37911,HYDROLASE/HYDROLASE INHIBITOR
d37912,LIPID BINDING PROTEIN
d37913,SIGNALING PROTEIN
d37914,TRANSFERASE
d37915,TRANSFERASE
d37916,CELL ADHESION
d37917,OXIDOREDUCTASE
d37918,Hydrolase/DNA
d37919,transcription/transcription inhibitor
d37920,TRANSFERASE
d37921,SPLICING/RNA
d37922,FLUORESCENT PROTEIN
d37923,TRANSPORT PROTEIN
d37924,TRANSFERASE
d37925,TRANSFERASE
d37926,HYDROLASE
d37927,HYDROLASE
d37928,HYDROLASE/HYDROLASE INHIBITOR
d37929,OXYGEN STORAGE/TRANSPORT
d37930,HYDROLASE/DNA
d37931,CELL CYCLE
d37932,Isomerase/Isomerase Inhibitor
d37933,ACTIN-BINDING PROTEIN
d37934,CELL ADHESION/IMMUNE SYSTEM
d37935,TRANSFERASE
d37936,TRANSCRIPTION
d37937,ELECTRON TRANSPORT
d37938,GENE REGULATION
d37939,SIGNALING PROTEIN
d37940,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d37941,OXIDOREDUCTASE
d37942,METAL BINDING PROTEIN
d37943,LYASE
d37944,TRANSCRIPTION/DNA
d37945,TRANSPORT PROTEIN
d37946,PHOSPHORYLATION
d37947,TRANSCRIPTION
d37948,IMMUNE SYSTEM
d37949,HYDROLASE
d37950,TRANSFERASE
d37951,LUMINESCENT PROTEIN
d37952,TRANSFERASE
d37953,TRANSFERASE
d37954,IMMUNOGLOBULIN
d37955,RNA
d37956,MEMBRANE PROTEIN
d37957,APOPTOSIS
d37958,DNA
d37959,OXIDOREDUCTASE
d37960,TRANSFERASE
d37961,VIRAL PROTEIN
d37962,Hydrolase/Hydrolase Inhibitor
d37963,OXIDOREDUCTASE
d37964,PROTEIN TRANSPORT
d37965,HYDROLASE
d37966,SPLICING
d37967,LYASE/LYASE INHIBITOR
d37968,VIRAL PROTEIN/IMMUNE SYSTEM
d37969,TRANSFERASE/TRANSFERASE INHIBITOR
d37970,OXIDOREDUCTASE
d37971,IMMUNE SYSTEM
d37972,TOXIN
d37973,HYDROLASE INHIBITOR
d37974,TRANSFERASE/TRANSFERASE INHIBITOR
d37975,LYASE
d37976,TRANSPORT PROTEIN
d37977,Structural Genomics
d37978,BIOSYNTHETIC PROTEIN
d37979,ELECTRON TRANSPORT
d37980,TRANSFERASE/DNA
d37981,OXIDOREDUCTASE
d37982,TRANSFERASE
d37983,METAL BINDING PROTEIN
d37984,HYDROLASE
d37985,OXIDOREDUCTASE
d37986,METAL BINDING PROTEIN
d37987,HYDROLASE(O-GLYCOSYL)
d37988,HYDROLASE
d37989,TRANSFERASE
d37990,HYDROLASE
d37991,BIOSYNTHETIC PROTEIN
d37992,TRANSFERASE
d37993,ISOMERASE
d37994,SIGNALING PROTEIN/RNA
d37995,IMMUNE SYSTEM
d37996,DNA
d37997,OXIDOREDUCTASE
d37998,TRANSCRIPTION
d37999,CELL ADHESION
d38000,DNA BINDING PROTEIN
d38001,SIGNALING PROTEIN
d38002,TRANSPORT PROTEIN
d38003,HYDROLASE
d38004,OXIDOREDUCTASE
d38005,CYTOKINE
d38006,TRANSFERASE
d38007,OXYGEN BINDING/TRANSPORT PROTEIN
d38008,HYDROLASE/HYDROLASE INHIBITOR
d38009,HYDROLASE
d38010,OXIDOREDUCTASE
d38011,OXIDOREDUCTASE
d38012,HYDROLASE
d38013,IMMUNE SYSTEM
d38014,TRANSFERASE/TRANSFERASE INHIBITOR
d38015,HYDROLASE
d38016,HYDROLASE
d38017,HYDROLASE
d38018,TRANSFERASE
d38019,OXIDOREDUCTASE
d38020,RECEPTOR
d38021,TRANSFERASE
d38022,ISOMERASE
d38023,LIGASE
d38024,STRUCTURAL PROTEIN
d38025,TRANSPORT PROTEIN
d38026,OXIDOREDUCTASE
d38027,VIRAL PROTEIN
d38028,VIRAL PROTEIN
d38029,RNA BINDING PROTEIN
d38030,HYDROLASE/DNA
d38031,HYDROLASE
d38032,SIGNALING PROTEIN
d38033,HYDROLASE
d38034,LYASE
d38035,VIRAL PROTEIN/PROTEIN BINDING
d38036,IMMUNE SYSTEM/RECEPTOR
d38037,OXIDOREDUCTASE
d38038,IMMUNE SYSTEM
d38039,LYMPHOKINE
d38040,TRANSLATION
d38041,DNA INTEGRATION
d38042,IMMUNE SYSTEM/VIRAL PROTEIN
d38043,HYDROLASE
d38044,HYDROLASE
d38045,LYASE
d38046,OXIDOREDUCTASE
d38047,HYDROLASE
d38048,HYDROLASE
d38049,OXIDOREDUCTASE
d38050,TRANSFERASE
d38051,Transferase
d38052,STRUCTURAL PROTEIN
d38053,HYDROLASE/HYDROLASE INHIBITOR
d38054,OXIDOREDUCTASE
d38055,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d38056,HYDROLASE
d38057,TRANSFERASE
d38058,TRANSCRIPTION
d38059,TRANSFERASE
d38060,POTASSIUM CHANNEL INHIBITOR
d38061,LYASE
d38062,HYDROLASE
d38063,TRANSPORT PROTEIN
d38064,OXIDOREDUCTASE
d38065,RNA BINDING PROTEIN
d38066,ISOMERASE
d38067,TRANSFERASE
d38068,TRANSFERASE
d38069,CELL CYCLE
d38070,HYDROLASE
d38071,HYDROLASE/HYDROLASE INHIBITOR
d38072,HYDROLASE
d38073,LIPID BINDING PROTEIN
d38074,HYDROLASE
d38075,RNA BINDING PROTEIN
d38076,DNA
d38077,SUGAR BINDING PROTEIN
d38078,CHAPERONE
d38079,OXIDOREDUCTASE
d38080,TRANSLATION/RNA
d38081,METAL BINDING PROTEIN
d38082,OXIDOREDUCTASE
d38083,STRUCTURAL PROTEIN
d38084,HYDROLASE
d38085,HYDROLASE
d38086,DNA
d38087,TRANSFERASE
d38088,IMMUNE SYSTEM
d38089,LIGASE
d38090,LIGASE
d38091,CHAPERONE
d38092,HYDROLASE
d38093,HYDROLASE
d38094,SIGNALING PROTEIN
d38095,HYDROLASE
d38096,TRANSPORT PROTEIN
d38097,UNKNOWN FUNCTION
d38098,DNA BINDING PROTEIN
d38099,TRANSCRIPTION
d38100,ANTIBODY
d38101,ELECTRON TRANSPORT
d38102,TRANSFERASE
d38103,TRANSFERASE
d38104,CHAPERONE
d38105,HYDROLASE
d38106,TRANSFERASE
d38107,SIGNALING PROTEIN
d38108,CHAPERONE
d38109,IMMUNE SYSTEM
d38110,HYDROLASE
d38111,OXYGEN TRANSPORT
d38112,LYASE
d38113,IMMUNE SYSTEM
d38114,VIRAL PROTEIN
d38115,HYDROLASE/HYDROLASE INHIBITOR
d38116,HYDROLASE
d38117,OXIDOREDUCTASE
d38118,OXIDOREDUCTASE
d38119,OXIDOREDUCTASE
d38120,TRANSFERASE
d38121,RIBOSOME
d38122,HYDROLASE
d38123,TRANSFERASE
d38124,HYDROLASE/DNA
d38125,TRANSFERASE
d38126,STRUCTURAL PROTEIN
d38127,MOTOR PROTEIN
d38128,TOXIN
d38129,TRANSCRIPTION
d38130,TRANSFERASE
d38131,HYDROLASE
d38132,HYDROLASE
d38133,TRANSFERASE
d38134,METAL BINDING PROTEIN
d38135,METAL TRANSPORT
d38136,RNA BINDING PROTEIN
d38137,STRUCTURAL PROTEIN
d38138,PROTEIN BINDING
d38139,HYDROLASE
d38140,STRUCTURAL GENOMICS
d38141,LYASE
d38142,RIBOSOMAL PROTEIN
d38143,HYDROLASE
d38144,VIRAL PROTEIN/IMMUNE SYSTEM
d38145,HYDROLASE/HYDROLASE INHIBITOR
d38146,TRANSFERASE
d38147,LIPID BINDING PROTEIN
d38148,HYDROLASE
d38149,OXIDOREDUCTASE
d38150,DE NOVO PROTEIN
d38151,TRANSPORT PROTEIN
d38152,DNA
d38153,HYDROLASE
d38154,TRANSFERASE
d38155,OXIDOREDUCTASE/ELECTRON TRANSPORT
d38156,SIGNALING PROTEIN
d38157,transferase/transferase inhibitor
d38158,HYDROLASE
d38159,ISOMERASE
d38160,SIGNALING PROTEIN
d38161,METAL BINDING PROTEIN
d38162,RIBOSOME
d38163,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d38164,DNA
d38165,HYDROLASE
d38166,HYDROLASE
d38167,DE NOVO PROTEIN
d38168,HYDROLASE/HYDROLASE INHIBITOR
d38169,MEMBRANE PROTEIN
d38170,UNKNOWN FUNCTION
d38171,LECTIN
d38172,TRANSPORT PROTEIN
d38173,TOXIN
d38174,GENE REGULATION
d38175,DNA BINDING PROTEIN/DNA
d38176,TRANSCRIPTION
d38177,COMPLEX (TRANSFERASE/INHIBITOR)
d38178,CELL ADHESION
d38179,HYDROLASE
d38180,HYDROLASE
d38181,TRANSPORT PROTEIN
d38182,TRANSFERASE
d38183,SUGAR BINDING PROTEIN
d38184,HYDROLASE
d38185,HORMONE/GROWTH FACTOR
d38186,OXIDOREDUCTASE
d38187,HYDROLASE
d38188,ISOMERASE
d38189,METAL BINDING PROTEIN
d38190,UNKNOWN FUNCTION
d38191,HYDROLASE
d38192,HYDROLASE
d38193,APOPTOSIS
d38194,ISOMERASE
d38195,ELECTRON TRANSPORT
d38196,HYDROLASE
d38197,CELL CYCLE
d38198,OXIDOREDUCTASE
d38199,MEMBRANE PROTEIN
d38200,DNA BINDING PROTEIN/DNA
d38201,CELL ADHESION
d38202,ANTIFREEZE PROTEIN
d38203,RIBOSOME
d38204,HYDROLASE
d38205,IMMUNE SYSTEM
d38206,Ribosome/antibiotic
d38207,HYDROLASE
d38208,MEMBRANE PROTEIN
d38209,ANTIMICROBIAL PROTEIN
d38210,LIGASE
d38211,TOXIN
d38212,SUGAR BINDING PROTEIN
d38213,HYDROLASE/DNA
d38214,MEMBRANE PROTEIN
d38215,GENE REGULATION
d38216,HYDROLASE
d38217,TRANSPORT PROTEIN
d38218,COMPLEX (TYROSINE KINASE/PEPTIDE)
d38219,TRANSFERASE
d38220,TRANSFERASE
d38221,GENE REGULATION
d38222,TRANSFERASE
d38223,MEMBRANE PROTEIN
d38224,ISOMERASE
d38225,HYDROLASE INHIBITOR
d38226,OXIDOREDUCTASE
d38227,TRANSFERASE
d38228,TRANSFERASE
d38229,UNKNOWN FUNCTION
d38230,LIGASE/LIGASE INHIBITOR
d38231,OXIDOREDUCTASE
d38232,HYDROLASE
d38233,VIRAL PROTEIN/CYTOKINE
d38234,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d38235,HYDROLASE
d38236,IMMUNE SYSTEM
d38237,STRUCTURAL GENOMICS
d38238,TOXIN
d38239,TRANSFERASE
d38240,HYDROLASE
d38241,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d38242,HYDROLASE
d38243,RNA
d38244,OXIDOREDUCTASE
d38245,HYDROLASE
d38246,STRUCTURAL PROTEIN
d38247,DNA BINDING PROTEIN
d38248,ELECTRON TRANSPORT
d38249,TRANSLATION/RNA
d38250,transcription regulator
d38251,viral protein/transcription inhibitor
d38252,VIRAL PROTEIN
d38253,CELL ADHESION
d38254,HORMONE RECEPTOR
d38255,LECTIN
d38256,APOPTOSIS
d38257,DNA-RNA HYBRID
d38258,OXIDOREDUCTASE
d38259,EPIMERASE/REDUCTASE
d38260,TRANSCRIPTION FACTOR
d38261,HYDROLASE
d38262,MEMBRANE PROTEIN
d38263,HYDROLASE/HYDROLASE INHIBITOR
d38264,IMMUNE SYSTEM
d38265,DNA-BINDING
d38266,TRANSFERASE
d38267,SIGNALING PROTEIN
d38268,TRANSFERASE
d38269,CELL CYCLE
d38270,PROTEIN BINDING
d38271,OXIDOREDUCTASE
d38272,HYDROLASE
d38273,LIGASE
d38274,OXIDOREDUCTASE
d38275,OXIDOREDUCTASE/INHIBITOR
d38276,TRANSFERASE/TRANSFERASE INHIBITOR
d38277,ELECTRON TRANSPORT
d38278,RIBOSOME
d38279,OXIDOREDUCTASE
d38280,LIGASE
d38281,RNA
d38282,TRANSFERASE
d38283,TRANSFERASE/TRANSFERASE INHIBITOR
d38284,TRANSCRIPTION/HYDROLASE
d38285,TRANSPORT PROTEIN
d38286,TRANSPORT PROTEIN
d38287,HYDROLASE
d38288,HYDROLASE
d38289,HYDROLASE/HYDROLASE INHIBITOR
d38290,STRUCTURAL PROTEIN/DNA
d38291,ENDOCYTOSIS/EXOCYTOSIS
d38292,ELECTRON TRANSPORT
d38293,OXIDOREDUCTASE
d38294,DNA
d38295,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d38296,Hydrolase/Hydrolase Inhibitor
d38297,STRUCTURAL GENOMICS
d38298,TRANSCRIPTION
d38299,SUGAR BINDING PROTEIN
d38300,TRANSFERASE/TRANSFERASE Inhibitor
d38301,HYDROLASE INHIBITOR
d38302,TRANSCRIPTIONAL REGULATOR
d38303,RIBOSOME
d38304,LYASE
d38305,HYDROLASE/HYDROLASE INHIBITOR
d38306,Transferase
d38307,STRUCTURAL GENOMICS
d38308,DNA
d38309,TRANSCRIPTION
d38310,RIBOSOME
d38311,MEMBRANE PROTEIN
d38312,ISOMERASE
d38313,TRANSFERASE
d38314,OXIDOREDUCTASE
d38315,DNA
d38316,HYDROLASE
d38317,PHOTOSYNTHESIS
d38318,OXIDOREDUCTASE
d38319,CONTRACTILE PROTEIN
d38320,PROTEIN BINDING
d38321,SIGNALING PROTEIN
d38322,HYDROLASE
d38323,HYDROLASE/HYDROLASE INHIBITOR
d38324,HYDROLASE
d38325,OXIDOREDUCTASE
d38326,HYDROLASE
d38327,RIBOSOME
d38328,OXIDOREDUCTASE
d38329,ANTIFREEZE PROTEIN
d38330,ISOMERASE
d38331,HYDROLASE
d38332,HYDROLASE
d38333,HYDROLASE
d38334,RNA BINDING PROTEIN
d38335,CELL CYCLE
d38336,TRANSCRIPTION
d38337,SIGNALING PROTEIN
d38338,OXIDOREDUCTASE
d38339,CHAPERONE/HYDROLASE
d38340,OXIDOREDUCTASE
d38341,Structural Genomics
d38342,RNA BINDING PROTEIN
d38343,STRUCTURAL GENOMICS
d38344,TRANSFERASE
d38345,LIGASE
d38346,TRANSFERASE INHIBITOR
d38347,OXIDOREDUCTASE
d38348,HYDROLASE(CARBOXYLIC ESTERASE)
d38349,STRUCTURAL GENOMICS
d38350,SIGNALING PROTEIN/AGONIST
d38351,TRANSFERASE
d38352,DNA BINDING PROTEIN/DNA
d38353,LIGASE
d38354,LIGASE
d38355,TRANSFERASE
d38356,HYDROLASE
d38357,HYDROLASE
d38358,VIRAL PROTEIN/IMMUNE SYSTEM
d38359,PROTEIN BINDING
d38360,IMMUNE SYSTEM
d38361,HYDROLASE
d38362,SIGNALING PROTEIN
d38363,HYDROLASE
d38364,LIPID BINDING PROTEIN
d38365,CYTOKINE/DE NOVO PROTEIN
d38366,HORMONE/GROWTH FACTOR
d38367,OXIDOREDUCTASE
d38368,RNA BINDING PROTEIN
d38369,RNA BINDING PROTEIN
d38370,IMMUNE SYSTEM
d38371,VIRAL PROTEIN
d38372,HYDROLASE
d38373,OXIDOREDUCTASE
d38374,HYDROLASE
d38375,DNA
d38376,MEMBRANE PROTEIN
d38377,PROTEIN BINDING
d38378,RNA
d38379,LIGASE
d38380,GROWTH FACTOR
d38381,DNA BINDING PROTEIN
d38382,VIRAL PROTEIN
d38383,OXIDOREDUCTASE/DNA
d38384,TRANSCRIPTION
d38385,SOLUTE-BINDING PROTEIN
d38386,LYASE
d38387,IMMUNOGLOBULIN
d38388,TRANSFERASE
d38389,TRANSCRIPTION
d38390,ISOMERASE
d38391,RNA
d38392,OXIDOREDUCTASE
d38393,hydrolase/hydrolase inhibitor
d38394,HYDROLASE
d38395,TRANSFERASE
d38396,RNA BINDING PROTEIN
d38397,HYDROLASE
d38398,ENDOCYTOSIS/EXOCYTOSIS
d38399,CYTOKINE
d38400,HYDROLASE/ISOMERASE/IMMUNOSUPPRESSANT
d38401,TRANSFERASE
d38402,TRANSPORT PROTEIN
d38403,OXIDOREDUCTASE
d38404,HYDROLASE (O-GLYCOSYL)
d38405,HYDROLASE/RNA
d38406,TRANSFERASE
d38407,GENE REGULATION
d38408,OXIDOREDUCTASE
d38409,HYDROLASE/HYDROLASE SUBSTRATE
d38410,METAL TRANSPORT
d38411,TOXIN
d38412,TRANSFERASE
d38413,HYDROLASE
d38414,OXIDOREDUCTASE
d38415,HYDROLASE
d38416,TRANSPORT PROTEIN
d38417,TRANSPORT PROTEIN
d38418,TRANSFERASE
d38419,HYDROLASE/BLOOD CLOTTING
d38420,VIRAL PROTEIN/RNA
d38421,ISOMERASE
d38422,TOXIN
d38423,OXIDOREDUCTASE
d38424,IMMUNE SYSTEM
d38425,TRANSFERASE
d38426,HYDROLASE
d38427,HYDROLASE
d38428,LIGASE
d38429,CELL ADHESION
d38430,DE NOVO PROTEIN
d38431,HYDROLASE
