structureId,experimentalTechnique,macromoleculeType,residueCount,resolution,structureMolecularWeight,crystallizationMethod,crystallizationTempK,densityMatthews,densityPercentSol,pdbxDetails,phValue,publicationYear,
3FTD,X-RAY DIFFRACTION,Protein,249,1.44,28484.36,"VAPOR DIFFUSION, SITTING DROP",292,1.9,35.31,"20% PEG MME 5000, 0.1 M Bis-Tris, pH 6.5, VAPOR DIFFUSION, SITTING DROP, temperature 292K",6.5,2009,
3HZF,X-RAY DIFFRACTION,Protein,269,2.5,31334.61,"VAPOR DIFFUSION, HANGING DROP",291,2.45,49.73,"1.2M sodium acetate, 100mM sodium cacodylate, pH 7.2, VAPOR DIFFUSION, HANGING DROP, temperature 291K",7.2,2008,
1QNS,X-RAY DIFFRACTION,Protein,344,1.5,39126.46,,,1.9,36,2M AMMONIUM SULPHATE 0.1M TRIS-HCL PH 8.5,8.5,2000,
3KQ7,X-RAY DIFFRACTION,Protein,380,1.8,44353.42,"VAPOR DIFFUSION, SITTING DROP",296,2.76,55.48,"14-16%(w/v) PEG8000, 300mM Magnesium acetate, 100mM Hepes pH 7.4, VAPOR DIFFUSION, SITTING DROP, temperature 296K",7.4,,
5WO2,X-RAY DIFFRACTION,Protein,194,1.77,24612.51,VAPOR DIFFUSION,293,2.63,53.22,"PEG 3000, imidazole, zinc acetate",8,2016,
1Q3K,X-RAY DIFFRACTION,Protein,1554,2.1,171724.52,"VAPOR DIFFUSION, SITTING DROP",293,2.18,43,"PEG 8000, ethanol, HEPES, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",7.5,2003,
5NZP,X-RAY DIFFRACTION,Protein,408,1.3,44124.64,"VAPOR DIFFUSION, SITTING DROP",298,2.17,43.23,"0.1 M PCTP, pH 7, 23-25 % PEG 1500",7,2016,
5PVD,X-RAY DIFFRACTION,Protein,312,1.53,36720.62,"VAPOR DIFFUSION, SITTING DROP",293,2.19,43.76,0.1M bis-tris pH 7.0 -- 30% PEG3350,7,2017,
4V5Z,ELECTRON MICROSCOPY,Protein#RNA,14640,8.7,2902274.5,,,,,,,2008,
3AFP,X-RAY DIFFRACTION,Protein,336,2.05,35643.5,"VAPOR DIFFUSION, HANGING DROP",298,2.04,39.61,"1M Sodium acetate, 500mM NaCl, 30mM CdSO4, 20mM Tris-HCl, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.5,2010,
4M17,X-RAY DIFFRACTION,Protein,1764,2.1,192023.02,"VAPOR DIFFUSION, HANGING DROP",290,3.61,65.97,"Purified D325A+R343V (12-15 mg/mL in 20 mM HEPES, pH 7.5, 150 mM sodium chloride, 10 mM calcium acetate) + reservoir solution (0.1 M HEPES, pH 7.5, 0.25 M sodium chloride, 20-22% w/v PEG3350), VAPOR DIFFUSION, HANGING DROP, temperature 290K",7.5,2013,
4LOA,X-RAY DIFFRACTION,Protein,346,1.82,40653.11,,277,1.99,38.23,"Protein solution - 100mM NaCl, 5mM DTT, 0.02% NaN3, 10mM Tris-HCl (pH 7.5), Reservoir solution - 100mM HEPES, 42%  PEG 200, microbatch under oil, temperature 277K",7.5,,
3VAL,X-RAY DIFFRACTION,Protein#DNA,724,2.5,85968.61,"VAPOR DIFFUSION, HANGING DROP",277,2.49,50.65,"1.6M Ammonium sulfate, 10% Dioxane, 0.1M MES pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K",6.5,2013,
1E+024,X-RAY DIFFRACTION,Protein,504,2.35,58770.57,,,4.8,74,"THE PROTEIN WAS CONCENTRATED TO 12 MG/ML IN THE PRESENCE OF 5MM LYSINE AND WAS CRYSTALLISED FROM 0.1 M PIPES PH 6.8, 0.5 M LICL, 20% PEG 4K, 17% GLYCEROL; THEN, A SMALL AMOUNT OF A SOLUTION CONTAINING ATP AND MNCL2 WAS ADDED TO THE DROP TO GET A FINAL CONCENTRATION OF ABOUT 5 MM.",6.8,2000,
5E3L,X-RAY DIFFRACTION,Protein#DNA,250,2.66,39092.62,"VAPOR DIFFUSION, HANGING DROP",277,4,69.28,"0.2 M Sodium citrate, 0.1 M TRIS-HCl pH 8.5, 36% PEG 400",8.5,2016,
2IXV,X-RAY DIFFRACTION,Protein,339,1.96,39980.12,,,3.14,60.84,pH 6.0,6,2007,
4HTV,X-RAY DIFFRACTION,Protein,538,3,59509.48,"VAPOR DIFFUSION, HANGING DROP",290,2.93,58,"0.675 M trisodium citrate, 20 mM DTT, 0.1 M HEPES, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 290K",6.5,,
1GF9,X-RAY DIFFRACTION,Protein,130,1.8,14807.73,"VAPOR DIFFUSION, HANGING DROP",283,1.91,35.55,"sodium phosphate, sodium chloride, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 283K",4.5,2002,
2Z7G,X-RAY DIFFRACTION,Protein,356,2.52,40684.45,"VAPOR DIFFUSION, SITTING DROP",293,2.5,50.77,"2M Ammonium sulfate, 2% MPD, 0.1M MES buffer, pH 6.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",6,2008,
3T7V,X-RAY DIFFRACTION,Protein,350,1.5,40952.16,"VAPOR DIFFUSION, SITTING DROP",293,2.24,45.17,"100 mM Tris-hydrochloride, 200 mM MgCl2, 25% PEG3350, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",7.5,2012,
1K9D,X-RAY DIFFRACTION,Protein,679,1.7,79776.45,"VAPOR DIFFUSION, HANGING DROP",293,2.84,56.69,"0.1M Na-citrate pH 5.0, 14% PEG 4000, 12% Iso-propanol, VAPOR DIFFUSION, HANGING DROP, temperature 293K",5,2004,
1YC8,X-RAY DIFFRACTION,Protein,248,2.7,27230.08,"VAPOR DIFFUSION, HANGING DROP",298,2.03,39.47,"PEG-3350, ammonium sulphate, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.5,2005,
2GJC,X-RAY DIFFRACTION,,652,1.82,71246.52,"VAPOR DIFFUSION, HANGING DROP",295,2.59,52.49,"1.65-2.00 Li2SO4 in 100mM Hepes 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 295K",7.5,2006,
2QHF,X-RAY DIFFRACTION,Protein,407,1.65,43707.48,"VAPOR DIFFUSION, SITTING DROP",296,4.84,74.57,"4.8 M NH4-Acetate, 0.1 M Na-Acetate, pH 4.0, VAPOR DIFFUSION, SITTING DROP, temperature 296K",4,,
5VY6,X-RAY DIFFRACTION,DNA,42,3.06,12797.42,"VAPOR DIFFUSION, SITTING DROP",298,5.9,79.17,"50 mM cacodylate pH 6.5, 18 mM MgCl2, 0.9 mM spermine, 0.9 mM cobalt(III)hexamine, and 9% isopropanol",,2017,
1R0D,X-RAY DIFFRACTION,Protein,1648,1.9,180876.86,"VAPOR DIFFUSION, HANGING DROP",293,2.76,58,"1.75 M ammonium sulfate, 2.5% ethylene glycol, pH 4.8, VAPOR DIFFUSION, HANGING DROP, temperature 293K",4.8,2006,
3BSF,X-RAY DIFFRACTION,Protein,508,2.9,55245.87,"VAPOR DIFFUSION, HANGING DROP",295,2.28,46.14,"0.1M Bis-Tris, 30% PEG MME 2000, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 295K",6.5,,
2YMJ,SOLUTION NMR,Protein,104,,12278.3,,,,,,,2013,
5BP7,X-RAY DIFFRACTION,Protein,813,2.1,91736.83,"VAPOR DIFFUSION, SITTING DROP",289,2.28,41.01,"0.2 ul of 15 mg/ml protein in 20 mM HEPES pH 7.5, 150 mM NaCl, 10% Glycerol, 0.1% Sodium Azide and 0.5 mM TCEP were mixed with 0.2 ul of the MCSG Suite 1 condition #9 (0.1M HEPES, 25%w/v PEG 3350, 0.2M Magnesium Chloride, 6-Hydrate pH=7.5) and equilibrated against 1.5 M NaCl solution in 96 Well 3 drop Crystallization Plate (Swissci). Before crystallization protein was incubated with 5 mM S-adenosylmethionine chloride and 1/50 v/v of 1 mg/ml TEV solution at 289 K for 3 hours",7.5,,
3K8G,X-RAY DIFFRACTION,Protein,524,1.95,58766.92,"VAPOR DIFFUSION, SITTING DROP",293,2.68,54.08,"12% PEG 3350, 0.1M MgCl2, 0.1M MES, pH 5.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",5.5,2011,
1WA7,SOLUTION NMR,Protein,87,,9774.08,,,,,,,2002,
5B4K,X-RAY DIFFRACTION,Protein,676,2.9,78671.36,"VAPOR DIFFUSION, SITTING DROP",277,2.11,41.73,"100 mM HEPES pH 7.6, 100 mM magnesium chloride hexahydrate, 24.182% PEG 3350",,2016,
2L0Q,SOLUTION NMR,Protein,80,,8852.66,,,,,,,2010,
1NUD,X-RAY DIFFRACTION,Protein,1384,2.7,154584.23,"VAPOR DIFFUSION, HANGING DROP",288,2.62,53.12,"4% (w/v) Peg 20K, 100 mM Tris-HCl (pH 8.5) , VAPOR DIFFUSION, HANGING DROP, temperature 288K",8.5,2003,
5LN5,X-RAY DIFFRACTION,Protein,256,1.75,30393.26,"VAPOR DIFFUSION, HANGING DROP",293,1.82,32.34,"100 mM TRIS/HCl, 20% PEG 1000",7.5,2016,
1H84,X-RAY DIFFRACTION,Protein,1416,2,165961.7,,,4.26,71.13,pH 4.60,4.6,2001,
1I9L,X-RAY DIFFRACTION,Protein,259,1.93,29992.47,"VAPOR DIFFUSION, HANGING DROP",277,2.22,44.71,"methyl mercuric acetate, tris-sulfate, ammonium sulfate, pH 8.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",8,2001,
4YUB,X-RAY DIFFRACTION,Protein,1076,2.9,115257.83,"VAPOR DIFFUSION, HANGING DROP",277,2.42,49.07,0.1 M Sodium cacodylate pH 6.5 and 1.7 M Sodium acetate,6.5,2015,
3COG,X-RAY DIFFRACTION,Protein,1612,2,179182.11,"VAPOR DIFFUSION, HANGING DROP",293,2.44,49.61,"0.2M Di-ammonium hydrogen citrate, 20% PEG 3350. Streak seeding used, apo crystal soaked with inhibitor, pH 5.3, VAPOR DIFFUSION, HANGING DROP, temperature 293K",5.3,2009,
3DKQ,X-RAY DIFFRACTION,Protein,729,2.26,85078.09,,277,2.98,58.66,"1.0M Imidazole, pH 7.0, NANODROP, VAPOR DIFFUSION, SITTING DROP, temperature 277K, pH 7.00",7,,
5PCG,X-RAY DIFFRACTION,Protein,138,1.98,16152.39,"VAPOR DIFFUSION, SITTING DROP",277,3.62,66.06,30% PEG600 -- 0.1M MES pH 6.0,7,2017,
1EGS,SOLUTION NMR,Protein,11,,870.05,,,,,,,1996,
1HS3,SOLUTION NMR,RNA,13,,4118.49,,,,,,,,
3URL,X-RAY DIFFRACTION,Protein,337,2,35204.33,Batch method,298,2,38.44,"0.1M acetate buffer. 10-fold molar excess of inhibitor DB5 over enzyme. Enzyme concentration 2 mg/ml. 2.2M ammonium sulphate, pH 4.5, Batch method, temperature 298K",4.5,2012,
2HHR,X-RAY DIFFRACTION,,0,2.8,66903.49,,,2.74,55.04,,,1992,
2HEJ,X-RAY DIFFRACTION,Protein,646,1.35,76042.95,"VAPOR DIFFUSION, HANGING DROP",277,2.33,47.23,"18% PEG-6000, 0.1M HEPES, 5% MPD, pH 7.8, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7.8,2006,
1WZF,X-RAY DIFFRACTION,Protein,430,1.85,49548.98,"VAPOR DIFFUSION, HANGING DROP",293,2.1,41,"MES, Ammonium Sulfate, PEG2000MME, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",6.5,2006,
3B4W,X-RAY DIFFRACTION,Protein,495,1.8,53532.23,"VAPOR DIFFUSION, HANGING DROP",298,3.17,61.23,"0.1 M MES, 0.8 M Ammonium sulfate, pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K",6,,
1THU,X-RAY DIFFRACTION,Protein,207,2.6,22243.12,,,2.25,45.34,,,1994,
4AZH,X-RAY DIFFRACTION,Protein,1772,2.22,200845.38,,,2.58,52.28,,,2013,
3NSL,X-RAY DIFFRACTION,Protein,606,1.5,69520.96,"VAPOR DIFFUSION, HANGING DROP",293,1.93,36.39,"ammonium sulfate, 0.1M HEPES, pH 7, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7,2011,
3BEQ,X-RAY DIFFRACTION,Protein,770,1.64,87027.56,"VAPOR DIFFUSION, SITTING DROP",295,2.83,56.48,"0.16 M calcium acetate; 0.08 M cacodylate; 14.4% PEG8000; 20% glycerol, pH 6.50, VAPOR DIFFUSION, SITTING DROP, temperature 295K",6.5,2008,
2PST,X-RAY DIFFRACTION,Protein,74,1.8,8649.74,MICROBATCH,277,2.5,50.84,"Microbatch 1:1 with 33-37% polyethylene propoxylate 426, 50 mM Succinate, pH 5.0, temperature 277K",5,2007,
2W0X,X-RAY DIFFRACTION,Protein,349,2.12,40931.53,,,3.43,64,"1.6M AMMONIUM SULFATE, 0.1M HEPES PH 7.5, 5% PEG400, 1MM FESO4, 2MM SUBSTRATE",7.5,2010,
2R6Q,X-RAY DIFFRACTION,Protein,138,1.43,13643.52,"VAPOR DIFFUSION, SITTING DROP",295,3.95,68.86,"di-Sodium tartrate, vapor diffusion, sitting drop, temperature 295K",,,
2NYN,X-RAY DIFFRACTION,Protein,2260,1.9,247051.77,"VAPOR DIFFUSION, HANGING DROP",277,2.11,41.84,"0.1 M MOPSO, 7% (w/v) polyethylene glycol 8000, 0.2 M magnesium chloride, 10 mM cinnamic acid, 2 mM dithiothreitol, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7,2007,
4WFT,X-RAY DIFFRACTION,Protein,360,1.7,41186.09,"VAPOR DIFFUSION, HANGING DROP",292,2.12,41.85,"Protein 20 mg/mL precipitant: HEPES 100 mM pH 6.5, sodium acetate 100 mM, PEG 2000 MME 30%",,2015,
2X8J,X-RAY DIFFRACTION,Protein,1962,1.56,210074.27,,,2.49,48.5,PEG 4K GLYCEROL 0.1M SODIUM CACODYLATE PH 5.9 0.2M SODIUM ACETATE.,5.9,2010,
4EKB,X-RAY DIFFRACTION,Protein,207,1.52,22393.21,"VAPOR DIFFUSION, HANGING DROP",298,2.79,55.87,"sodium potassium tartrate, pH 6.8, VAPOR DIFFUSION, HANGING DROP, temperature 298K",6.8,2012,
4L7I,X-RAY DIFFRACTION,Protein,814,2.19,91472.3,"VAPOR DIFFUSION, SITTING DROP",298,4.14,70.27,"Protein Solution (6.8-13.5 mg/ml protein in 25mM Tris pH 8.0, 5mM SAM) mixed in a 1:1 ratio with the well solution (1.4M Sodium phosphate monobasic monohydrate / Potassium phosphate dibasic, pH 5.6). Cryoprotected with 25% Ethylene Glycol, VAPOR DIFFUSION, SITTING DROP, temperature 298K",5.6,2014,
5X41,X-RAY DIFFRACTION,Protein,2076,3.47,217422,LIPIDIC CUBIC PHASE,293,3.05,59.7,"0.1M NaCl, 35-48% PEG 400, 0.1M MES, PH 6.5",,2017,
2VYP,X-RAY DIFFRACTION,Protein,754,2.35,87192.94,,,2.37,48.03,"100 MM MES PH 6.6 14% (W/W) PEG1500 12% (W/W) 1,6-HEXANEDIOL 100 MM CACL2 1 MM DTT 10 MM BETAINE-HYDROCHLORIDE",6.6,2009,
2LHK,SOLUTION NMR,Protein,214,,24640.25,,,,,,,2011,
4O5U,X-RAY DIFFRACTION,Protein,521,2.65,57909.34,,296,3.2,61.59,"0.1 M Tris-HCl pH 8.5, 2 M ammonium sulfate, 10 mM cadmium chloride, VAPOR DIFFUSION, HANGING DROP, temperature 296K",8.5,2014,
3CI9,X-RAY DIFFRACTION,Protein,96,1.8,10964.36,"VAPOR DIFFUSION, HANGING DROP",289,2.54,51.58,"1.7M Ammonium Sulfate,15%(v/v) Glycerol, 20mM Hepes, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 289K",7.5,2009,
4A8U,X-RAY DIFFRACTION,Protein,159,1.16,18793.93,,,1.97,37.7,pH 7,7,2012,
3HGZ,X-RAY DIFFRACTION,Protein,2012,2.91,232288.88,"VAPOR DIFFUSION, HANGING DROP",291,3.9,68.49,"pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 291K",7,2010,
1S38,X-RAY DIFFRACTION,Protein,386,1.81,43166.3,"VAPOR DIFFUSION, HANGING DROP",295,2.42,49.1,"PEG 8000, TRIS, DMSO, DTT, pH 5.50, VAPOR DIFFUSION, HANGING DROP, temperature 295K",5.5,2004,
1ZB5,X-RAY DIFFRACTION,Protein,367,2.45,42119.47,"VAPOR DIFFUSION, HANGING DROP",298,2.8,56.1,"25mM tris-HCl, 11% ethanol, pH 7.8, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K",7.8,,
3TYK,X-RAY DIFFRACTION,Protein,362,1.95,41503.21,"VAPOR DIFFUSION, HANGING DROP",298,2.36,47.82,"0.2 M DI-AMMONIUM HYDROGEN CITRATE, 16% PEG3350, 2MM HYGROMYCIN B, pH 7, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7,2011,
4P32,X-RAY DIFFRACTION,Protein,498,1.55,56784.53,"VAPOR DIFFUSION, HANGING DROP",298,1.98,37.98,"0.1 M MES pH 6.5, 30% PEG 4000",,2014,
5K75,X-RAY DIFFRACTION,Protein,1204,2.03,137443.16,"VAPOR DIFFUSION, HANGING DROP",293,2.69,54.31,"2.5 ammonium sulfate, 0.1 M Hepes pH 7.2",,2017,
5UX0,X-RAY DIFFRACTION,Protein#DNA#RNA,1368,3.2,178564.88,"VAPOR DIFFUSION, HANGING DROP",291,2.73,54.92,"27% PEG 4,000, 0.1M MES, 275 mM KI",7,2017,
1HW2,X-RAY DIFFRACTION,Protein#DNA,522,3.25,67535.18,EVAPORATION,290,4.41,72.12,"isopropanol, MES, magnesium chloride, pH 6.0, EVAPORATION, temperature 290.0K",6,2001,
2C9N,X-RAY DIFFRACTION,Protein#DNA,148,3.3,21558.01,,,2.24,44.74,pH 6.00,6,2006,
188D,X-RAY DIFFRACTION,DNA,8,2.2,2428.59,VAPOR DIFFUSION,292,2.31,46.76,"pH 7.00, VAPOR DIFFUSION, temperature 292.00K",7,1995,
2FT9,X-RAY DIFFRACTION,Protein,125,2.5,14575.72,"VAPOR DIFFUSION, HANGING DROP",293,3.03,59.45,"1.6M sodium citrate, 0.1M hepes, pH 8.6, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.6,2006,
5JJM,X-RAY DIFFRACTION,Protein,1052,2.15,125816.62,"VAPOR DIFFUSION, SITTING DROP",298,2.71,54.61,0.1 M HEPES 1.35 M ammonium sulfate,7.5,2017,
5GO0,SOLUTION NMR,Protein,86,,9697.25,,,,,,,,
1LTJ,X-RAY DIFFRACTION,Protein,1396,2.8,160971.95,"VAPOR DIFFUSION, SITTING DROP",277,2.99,58.86,"7% PEG 3350, 12.5mM Calcium Chloride, 2mM Sodium Azide, 50mM Tris pH 8.5, 2mM GHRP-amide, 2mM GPRP-amide, VAPOR DIFFUSION, SITTING DROP, temperature 277K",8.5,2002,
1BHS,X-RAY DIFFRACTION,Protein,327,2.2,34887.83,,,2.41,45,,,1995,
1ZD5,X-RAY DIFFRACTION,Protein,555,2.6,63075.26,"VAPOR DIFFUSION, SITTING DROP",277,2.4,48,"peg 3350, Tris, n-hexadecyl-B-d-maltoside, pH 8.4, VAPOR DIFFUSION, SITTING DROP, temperature 277K",8.4,2006,
1CHP,X-RAY DIFFRACTION,Protein,515,2,58441.97,,,2.18,43.62,pH 7.5,7.5,1995,
2WG8,X-RAY DIFFRACTION,Protein,387,2.3,41928.77,,,2.48,45,"VAPOUR DIFFUSION, 20 DEGREES. WELL CONTAINED 0.75ML OF SOLN A (16-18% PEG3350, 0.1M BISTRISPROPANE PH 6.5, 0.2M POTASSIUM THIOCYANATE) AND 0.25ML OF SOLN B (0.1M SODIUM ACETATE PH 4.6, 2M SODIUM CHLORIDE)",,2009,
4EN9,X-RAY DIFFRACTION,Protein,644,2.64,74685.9,"VAPOR DIFFUSION, HANGING DROP",293,4.91,74.96,"12%(v/v) 2-methyl-2,4-pentendiol, 20mM CaCl2, 100mM sodium acetate, pH 4.6, VAPOR DIFFUSION, HANGING DROP, temperature 293K",4.6,2012,
4P5Z,X-RAY DIFFRACTION,Protein,361,2,40963.63,"VAPOR DIFFUSION, HANGING DROP",293,1.85,33.35,"0.1M sodium cacodylate pH 6.5, 0.15M ammonium sulfate, 22.5% PEG 3350",6.5,2014,
4J6I,X-RAY DIFFRACTION,Protein,966,2.9,111217.6,"VAPOR DIFFUSION, HANGING DROP",289,2.31,46.82,"PEG 3350, 0.2M NH4SO4, 0.1M Tris-HCl 8.5, VAPOR DIFFUSION, HANGING DROP, temperature 289K",8.5,2013,
 UNKNOWN FUNCTION,1WGH,SOLUTION NMR,Protein,116,,12638.21,,,,,,,,
4KZ5,X-RAY DIFFRACTION,Protein,716,1.35,80145.11,"VAPOR DIFFUSION, HANGING DROP",293,2.51,51.02,"1.7 M potassium phosphate, pH 8.8, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.8,2014,
4CWB,X-RAY DIFFRACTION,Protein,161,1.56,19297.34,,,2.93,58.1,"PROTEIN 6.9 MG/ML 1 MM AMPCPP, 1 MM INHIBITOR, 2 MM MAGNESIUM CHLORIDE, AMMONIUM NITRATE 0.275 M, PEG3350 22.2% W/V, SITTING DROP, 281 K",8,2014,
3LA1,X-RAY DIFFRACTION,Protein,237,1.29,26975.4,"VAPOR DIFFUSION, HANGING DROP",293,2.08,40.77,"30% PEG 4000, 0.1M TRIS-HCL PH 8.5, 0.2M LI2SO4, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.5,,
1OMT,SOLUTION NMR,Protein,56,,6026.81,,,,,,,1995,
5N0M,X-RAY DIFFRACTION,Protein,670,2.18,75653.77,"VAPOR DIFFUSION, SITTING DROP",283,2.88,57.27,"0.1M imidazole pH7.5, 0.2M LiSO4, 8-11% PEG3350",7.5,2017,
1F9S,X-RAY DIFFRACTION,Protein,280,2.38,30848.31,"VAPOR DIFFUSION, HANGING DROP",296,2.14,42.64,"PEG 1000, sodium acetate, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 296K",5.5,,
5TI2,X-RAY DIFFRACTION,Protein,127,1.65,15619.95,"VAPOR DIFFUSION, HANGING DROP",291,2.13,42.16,"12.5 MG/ML BRD4, 5MM HEPES PH 7.5, 50MM SODIUM CHLORIDE, 0.5MM DTT, 50MM TRIS PH8.5, 0.1M AMMONIUM, SULFATE, 12.5% PEG 3,350, 10% DMSO, 1 MM 7635936",7.5,2017,
2M50,SOLUTION NMR,Protein,35,,4062.76,,,,,,,2013,
 TRANSPORT PROTEIN,4DX7,X-RAY DIFFRACTION,Protein,3509,2.25,388258.56,"VAPOR DIFFUSION, HANGING DROP",290,3.84,68.01,"0.025M ADA, pH 6.5, 0.2M ammonium sulfate, 7.66% PEG 4000, 8.8% glycerol, 0.004M doxorubicin, VAPOR DIFFUSION, HANGING DROP, temperature 290K",6.5,2012,
5I06,X-RAY DIFFRACTION,Protein,386,1.36,43815,"VAPOR DIFFUSION, HANGING DROP",288,2.27,45.9,"13% PEG 8000,100mM MES, 1mM DTT, 10% DMSO",5.5,,
5VV6,X-RAY DIFFRACTION,Protein,886,2,102374.26,"VAPOR DIFFUSION, SITTING DROP",277,2.45,49.8,"20-24% PEG3350, 0.1 M cacodylate, 140-200 mM magnesium acetate, 5 mM TCEP",6,2017,
4Z0O,X-RAY DIFFRACTION,Protein,59,1.57,7135.05,"VAPOR DIFFUSION, SITTING DROP",293,2.27,45.8,"2 M ammonium sulfate, 2% PEG400, 0.1 M HEPES sodium",7.5,,
1G5H,X-RAY DIFFRACTION,Protein,1816,1.95,205621.28,"VAPOR DIFFUSION, HANGING DROP",298,2.12,41.94,"Sodium citrate, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.5,2001,
2VNO,X-RAY DIFFRACTION,Protein,360,1.45,40879.18,,,1.8,42.02,pH 7.5,7.5,2008,
4KI0,X-RAY DIFFRACTION,Protein,1952,2.38,224308.66,"VAPOR DIFFUSION, SITTING DROP",295,3.86,68.1,"27% poly-ethylene glycol 400, 200 mM NaCl, 50 mM MgCl2, 100 mM sodium HEPES pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 295K",7.5,2013,
5I08,ELECTRON MICROSCOPY,Protein,3897,4.04,432887.69,,,,,,,2016,
5YBS,X-RAY DIFFRACTION,Protein,628,2.3,71244.08,"VAPOR DIFFUSION, SITTING DROP",293,2.95,58.34,"PEG 3350, lithium citrate",,2018,
4JN9,X-RAY DIFFRACTION,Protein,680,1.9,75574.58,"VAPOR DIFFUSION, HANGING DROP",293,2.25,45.23,"0.1 M citric acid, 0.2M (NH4)2SO4, 11.75 % PEG4000,  microseeding, temperature 293K, pH 5.0, VAPOR DIFFUSION, HANGING DROP",5,2014,
4XLZ,X-RAY DIFFRACTION,Protein,1602,1.51,197526.28,"VAPOR DIFFUSION, HANGING DROP",298,4.04,69.59,"0.1M Tris-HCl (pH 8.0), 0.2M MgCl2, 3.0M 1,6-hexanediol, 5mM CdCl2",8,2015,
5LV9,X-RAY DIFFRACTION,Protein,1026,2.33,115938.67,"VAPOR DIFFUSION, SITTING DROP",277,2.68,54.09,0.06 M divalents (0.3M Magnesium chloride hexahydrate; 0.3M Calcium chloride dehydrate) in 0.1 M buffer (1.0M imidazole + MES monohydrate acid buffer) at pH 6.5 made up with a 50% v/v precipitant mix (that contained 25% v/v MPD; 25% PEG 1000; 25% w/v PEG 3350).,,2016,
1P12,X-RAY DIFFRACTION,Protein,205,1.9,20606.84,,,2.51,50.95,,,1991,
 UNKNOWN FUNCTION,2COF,SOLUTION NMR,Protein,107,,11786.05,,,,,,,,
1GAK,X-RAY DIFFRACTION,Protein,141,1.85,16954.97,"VAPOR DIFFUSION, SITTING DROP",298,2.72,54.85,"mPEG 5000, Ammonium Acetate, Sodium Phosphate, pH 3, VAPOR DIFFUSION, SITTING DROP, temperature 298K",3,2001,
2Y88,X-RAY DIFFRACTION,Protein,244,1.33,26235.11,,,2.56,52.01,"0.1M HEPES PH7.5, 1.4M TRI-SODIUM CITRATE",,2011,
3APQ,X-RAY DIFFRACTION,Protein,420,1.84,48284.25,"VAPOR DIFFUSION, SITTING DROP",293,2.07,40.45,"13% PEG 4000, 6.5% ISOPROPANOL, 65MM HEPES PH7.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",7.5,2011,
4K5O,X-RAY DIFFRACTION,Protein,895,1.9,105011.91,"VAPOR DIFFUSION, HANGING DROP",298,2.36,47.86,"22% (v/v) PEG 8000, 10% (v/v) glycerol, 0.1 M Tris, 0.2 M MgCl2, vapor diffusion, hanging drop, temperature 298K, pH 8.5, VAPOR DIFFUSION, HANGING DROP",8.5,2013,
4OC1,X-RAY DIFFRACTION,Protein,709,1.75,83392.3,"VAPOR DIFFUSION, HANGING DROP",293,3.29,62.59,"33% (v/v) pentaerythritol propoxylate PO/OH 5/4, 1% (w/v) PEG 3350, 100 mM Tris-HCl, pH 8.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8,2014,
5HG1,X-RAY DIFFRACTION,Protein,922,2.76,104150.96,VAPOR DIFFUSION,296,4.83,74.56,"protein: 6.6 mgs/mL, 10mM Tris HCL, pH=8, 0.1 M NaCl, 1mM DTT, 20mM MgCl2 Well: 0.2 M Na Citrate pH 5.5, 14-24 % PEG3350, 20 % ethylene glycol",,2016,
5DQ6,X-RAY DIFFRACTION,Protein,720,2.8,84282.83,"VAPOR DIFFUSION, HANGING DROP",277,2.5,50.72,"2.4 M NaCl, 0.1 M MES",,,
5MX5,X-RAY DIFFRACTION,Protein,3426,2.9,392594.41,"VAPOR DIFFUSION, HANGING DROP",277,2.92,57.83,"0.2 M KH2PO4, 9 % PEG3350",7.5,2017,
